"notation","title","description","id","title_en","description_en"
"","Animation","","v4a",,
"","Simulation","","q2x",,
"","Modell","","h4c",,
"","Text","","d2b",,
"","Bild","","r3b",,
"","Diagramm","","b3p",,
"","Tabelle","","u9f",,
"","Mathematische Formel","","q6e",,
"","Chemische Formel","","f4g",,
"","Video","","a5v",,
"","Artikel","","h9p",,
"","Comic","","e5x",,
"","Anleitung","","g9c",,
"","Kurznachricht","","z6z",,
"","Podcast","","b9f",,
"","Weitere","","h5t",,
